product_id,product_name,brand,price_inr,discounted_price_inr,discount_percent,material,color,seater_type,dimensions_cm,weight_kg,rating,num_reviews,style_category,cushion_type,leg_material,assembly_required,warranty_years,in_stock,brand_product_count,brand_avg_rating,brand_total_reviews,brand_avg_price,brand_avg_discount,brand_instock_rate,popularity_score,brand_tier,brand_popularity_rank,brand_price_segment,associated_brands,value_score,price_per_kg,is_premium,high_rated,review_engagement
P066,Zen Recliner 2 Seater Sofa In Cream Colour,Damro,11646,9400,19,Leatherette,Cream,2 Seater,190x85x90,44.2,3.9,49,Mid-Century Modern,Coil Spring,Sheesham Wood,Yes,3,Yes,9,4.26,3190,37822.22,13.67,88.89,0.344,Budget,10,Mid-Range,"@home, Durian, FabIndia, Featherlite",20.3298,212.67,0,0,Low
P067,Classic Leather 2 Seater Sofa In Dark Green Colour,Urban Ladder,66801,60100,10,Cotton Fabric,Dark Green,2 Seater,168x78x80,44.6,4.4,411,Classic,Memory Foam,Walnut Wood,Yes,7,Yes,11,4.35,4073,28190.91,15.36,90.91,0.5185,Mid,4,Mid-Range,"@home, Damro, Durian, FabIndia",30.0899,1347.53,1,0,High
P068,Bloom Jacquard 2 Seater Sofa In Teal Colour,@home,17622,15200,14,Linen,Teal,2 Seater,174x78x84,72.3,3.7,472,Mid-Century Modern,Feather + Foam,Plastic,No,2,No,9,4.19,2374,28044.44,13.67,88.89,0.2326,Budget,18,Mid-Range,"Damro, Durian, FabIndia, Featherlite",114.8947,210.24,0,0,High
P069,Futon Convertible 2 Seater Sofa In Royal Blue Colour,Woodcraft,61990,54600,12,Faux Leather,Royal Blue,2 Seater,175x78x82,56.0,4.0,322,Vintage,Coil Spring,Reclaimed Wood,Yes,3,No,8,4.28,2915,28162.5,12.75,87.5,0.3146,Budget,16,Mid-Range,"@home, Damro, Durian, FabIndia",23.5897,975.0,1,0,High
P070,Royale Silk Velvet 2 Seater Sofa In Tan Colour,Wakefit,73757,64900,12,Silk Velvet,Tan,2 Seater,185x84x86,68.4,4.0,214,Casual,Foam,Solid Rosewood,Yes,10,Yes,9,4.3,2561,47777.78,13.33,88.89,0.3266,Budget,12,Premium,"Evok, Stanley",13.1895,948.83,1,0,Medium
P071,Maven Faux Leather 2 Seater Sofa In Dusty Rose Colour,Godrej Interio,39307,36600,7,Chenille,Dusty Rose,2 Seater,180x80x85,85.0,4.0,445,Luxury,Foam,Teak Wood,Yes,10,Yes,14,4.29,4744,36264.29,15.43,92.86,0.5842,Mid,3,Mid-Range,"@home, Damro, Durian, FabIndia",48.6339,430.59,0,0,High
P072,Comfort Plus Fabric 2 Seater Sofa In Carbon Grey Colour,Zuari,46100,42400,8,Jacquard Fabric,Carbon Grey,2 Seater,170x75x80,60.8,3.6,251,Artisanal,High Resilience Foam,Teak Wood,No,5,Yes,11,4.11,3833,28254.55,14.36,90.91,0.3257,Budget,13,Mid-Range,"@home, Damro, Durian, FabIndia",21.3113,697.37,1,0,Medium
P073,Aria Fabric 2 Seater Sofa In Burgundy Colour,Sarita Handa,17451,14700,16,Top Grain Leather,Burgundy,2 Seater,178x80x84,72.0,4.5,410,Classic,High Density Foam,Solid Oak,Yes,2,Yes,8,4.19,2285,28487.5,20.75,100.0,0.2649,Budget,17,Mid-Range,"@home, Damro, Durian, FabIndia",125.5102,204.17,0,1,High
P074,Imperio PU Leather 2 Seater Sofa In Charcoal Colour,Hometown,30612,28500,7,Genuine Leather,Charcoal,2 Seater,182x80x88,69.9,4.2,329,Bohemian,Foam,Solid Rosewood,No,10,Yes,11,4.16,3264,31809.09,12.18,90.91,0.32,Budget,15,Mid-Range,"@home, Damro, Durian, FabIndia",48.4842,407.73,0,0,High
P075,Meadow Handloom 2 Seater Sofa In Dark Brown Colour,Godrej Interio,26368,21400,19,Velvet,Dark Brown,2 Seater,168x74x82,55.4,4.9,573,Contemporary,Coil Spring,Reclaimed Wood,Yes,2,Yes,14,4.29,4744,36264.29,15.43,92.86,0.5842,Mid,3,Mid-Range,"@home, Damro, Durian, FabIndia",131.2009,386.28,0,1,High
P076,Posh Velvet 2 Seater Sofa In Burgundy Colour,Godrej Interio,16070,14300,11,Faux Leather,Burgundy,2 Seater,185x80x88,59.4,4.9,391,Luxury,High Density Foam,Reclaimed Wood,No,2,Yes,14,4.29,4744,36264.29,15.43,92.86,0.5842,Mid,3,Mid-Range,"@home, Damro, Durian, FabIndia",133.979,240.74,0,1,High
P077,Serene Microsuede 2 Seater Sofa In Dusty Rose Colour,Springwel,17450,16200,7,Top Grain Leather,Dusty Rose,2 Seater,178x80x84,71.5,4.5,41,Luxury,Memory Foam,Wood,No,2,Yes,12,4.18,3947,25216.67,14.75,91.67,0.4057,Budget,8,Mid-Range,"@home, Damro, Durian, FabIndia",11.3889,226.57,0,1,Low
P078,Tropicana Printed 2 Seater Sofa In Off White Colour,Stanley,33322,29300,12,Linen,Off White,2 Seater,168x73x78,53.1,3.7,22,Industrial,Bonded Foam,Sheesham Wood,Yes,10,Yes,8,4.34,2760,43687.5,13.25,100.0,0.4094,Budget,7,Premium,"Evok, Wakefit",2.7782,551.79,0,0,Low
P079,Monarch Leather 2 Seater Sofa In Carbon Grey Colour,Godrej Interio,15869,14000,12,Top Grain Leather,Carbon Grey,2 Seater,185x84x86,67.4,3.5,291,Casual,Foam + Fibre,Metal,Yes,1,Yes,14,4.29,4744,36264.29,15.43,92.86,0.5842,Mid,3,Mid-Range,"@home, Damro, Durian, FabIndia",72.75,207.72,0,0,Medium
P080,Plush Fabric 2 Seater Sofa In Burgundy Colour,IKEA,17405,13700,21,Printed Fabric,Burgundy,2 Seater,180x80x85,47.2,4.4,553,Modern,High Density Foam,Reclaimed Wood,No,7,Yes,18,4.26,6022,27005.56,15.72,88.89,0.7038,Top,1,Mid-Range,"@home, Damro, Durian, FabIndia",177.6058,290.25,0,0,High
P081,Vintage Reclaimed 2 Seater Sofa In Steel Grey Colour,Wakefit,59817,55600,7,Velvet,Steel Grey,2 Seater,185x84x86,52.7,3.7,149,Bohemian,Foam + Spring,Walnut Wood,Yes,5,Yes,9,4.3,2561,47777.78,13.33,88.89,0.3266,Budget,12,Premium,"Evok, Stanley",9.9155,1055.03,1,0,Medium
P082,Alesund Fabric 2 Seater Sofa In Steel Grey Colour,Featherlite,61500,56600,8,Top Grain Leather,Steel Grey,2 Seater,185x80x88,81.9,4.5,584,Vintage,Memory Foam,Walnut Wood,No,5,Yes,11,4.36,3342,33145.45,11.73,81.82,0.4262,Budget,6,Mid-Range,"@home, Damro, Durian, FabIndia",46.4311,691.09,1,1,High
P083,Regal Chesterfield 2 Seater Sofa In Ash Grey Colour,IKEA,15120,12400,18,Microsuede,Ash Grey,2 Seater,180x80x85,52.2,3.9,176,Mid-Century Modern,Foam + Spring,Mango Wood,No,3,Yes,18,4.26,6022,27005.56,15.72,88.89,0.7038,Top,1,Mid-Range,"@home, Damro, Durian, FabIndia",55.3548,237.55,0,0,Medium
P084,Compact Polyester 2 Seater Sofa In Caramel Colour,Pepperfry,29116,27400,6,Leatherette,Caramel,2 Seater,178x80x86,67.3,4.3,357,Rustic,High Density Foam,Metal,Yes,3,Yes,11,4.26,3273,30181.82,15.73,90.91,0.3936,Budget,9,Mid-Range,"@home, Damro, Durian, FabIndia",56.0255,407.13,0,0,High
P085,Comfy Microfiber 2 Seater Sofa In Black Colour,Springwel,19468,15400,21,Faux Leather,Black,2 Seater,185x80x88,46.7,4.5,249,Rustic,Foam,Teak Wood,No,3,Yes,12,4.18,3947,25216.67,14.75,91.67,0.4057,Budget,8,Mid-Range,"@home, Damro, Durian, FabIndia",72.7597,329.76,0,1,Medium
P086,Havana Leather 2 Seater Sofa In Charcoal Colour,Zuari,19977,17400,13,Jacquard Fabric,Charcoal,2 Seater,172x76x84,36.6,3.9,336,Modern,Coil Spring,Solid Rosewood,No,7,No,11,4.11,3833,28254.55,14.36,90.91,0.3257,Budget,13,Mid-Range,"@home, Damro, Durian, FabIndia",75.3103,475.41,0,0,High
P087,Porto Velvet 2 Seater Sofa In Charcoal Colour,Wakefit,32141,24100,25,Microfiber,Charcoal,2 Seater,185x84x86,88.4,3.6,563,Rustic,Foam + Fibre,Solid Rosewood,No,1,Yes,9,4.3,2561,47777.78,13.33,88.89,0.3266,Budget,12,Premium,"Evok, Stanley",84.0996,272.62,0,0,High
P088,Cairo Linen 2 Seater Sofa In Black Colour,Furlenco,10861,9900,9,Polyester,Black,2 Seater,190x85x90,43.7,4.4,103,Scandinavian,Memory Foam,Teak Wood,No,10,Yes,9,4.59,2889,35955.56,14.33,100.0,0.6179,Mid,2,Mid-Range,"@home, Damro, Durian, FabIndia",45.7778,226.54,0,0,Medium
P089,Oslo Fabric 2 Seater Sofa In Dusty Rose Colour,IKEA,15655,12800,18,Handloom Cotton,Dusty Rose,2 Seater,174x78x84,41.1,4.5,518,Traditional,Feather + Foam,Walnut Wood,Yes,7,Yes,18,4.26,6022,27005.56,15.72,88.89,0.7038,Top,1,Mid-Range,"@home, Damro, Durian, FabIndia",182.1094,311.44,0,1,High
P090,Kyoto Suede 2 Seater Sofa In Tan Colour,Urban Ladder,32573,29600,9,Genuine Leather,Tan,2 Seater,160x70x75,77.0,3.9,142,Minimalist,Bonded Foam,Wood,Yes,2,Yes,11,4.35,4073,28190.91,15.36,90.91,0.5185,Mid,4,Mid-Range,"@home, Damro, Durian, FabIndia",18.7095,384.42,0,0,Medium
P091,Lima Cotton 2 Seater Sofa In Burgundy Colour,IKEA,37362,31000,17,Microfiber,Burgundy,2 Seater,188x86x92,82.4,3.6,39,Scandinavian,Foam + Spring,Brass Finished Wood,Yes,7,Yes,18,4.26,6022,27005.56,15.72,88.89,0.7038,Top,1,Mid-Range,"@home, Damro, Durian, FabIndia",4.529,376.21,0,0,Low
P092,Vienna Chenille 2 Seater Sofa In Beige Colour,Recliners India,16636,15800,5,Faux Leather,Beige,2 Seater,185x82x88,88.1,3.8,491,Traditional,Foam + Spring,Stainless Steel,No,2,Yes,12,4.34,4228,34000.0,11.75,83.33,0.5015,Mid,5,Mid-Range,"@home, Damro, Durian, FabIndia",118.0886,179.34,0,0,High
P093,Berlin Fabric 2 Seater Sofa In Rustic Brown Colour,Springwel,16484,14200,14,Leatherette,Rustic Brown,2 Seater,178x80x86,76.0,3.8,192,Minimalist,High Density Foam,Sheesham Wood,No,7,Yes,12,4.18,3947,25216.67,14.75,91.67,0.4057,Budget,8,Mid-Range,"@home, Damro, Durian, FabIndia",51.3803,186.84,0,0,Medium
P094,Roma Leatherette 2 Seater Sofa In Steel Grey Colour,Hometown,21685,19700,9,Printed Fabric,Steel Grey,2 Seater,176x80x84,49.1,3.8,176,Artisanal,Pocket Spring,Solid Oak,No,1,Yes,11,4.16,3264,31809.09,12.18,90.91,0.32,Budget,15,Mid-Range,"@home, Damro, Durian, FabIndia",33.9492,401.22,0,0,Medium
P095,Seoul Velvet 2 Seater Sofa In Steel Grey Colour,Pepperfry,45360,41300,9,Microfiber,Steel Grey,2 Seater,192x88x105,59.2,4.2,330,Industrial,Feather + Foam,Reclaimed Wood,No,10,Yes,11,4.26,3273,30181.82,15.73,90.91,0.3936,Budget,9,Mid-Range,"@home, Damro, Durian, FabIndia",33.5593,697.64,1,0,High
P096,Dubai Leather 2 Seater Sofa In Royal Blue Colour,Urban Ladder,16041,13800,14,Jacquard Fabric,Royal Blue,2 Seater,180x80x85,39.2,4.8,112,Artisanal,High Density Foam,Teak Wood,No,1,Yes,11,4.35,4073,28190.91,15.36,90.91,0.5185,Mid,4,Mid-Range,"@home, Damro, Durian, FabIndia",38.9565,352.04,0,1,Medium
P097,Paris Jacquard 2 Seater Sofa In Floral Pink Colour,Sarita Handa,25268,19200,24,Microsuede,Floral Pink,2 Seater,190x85x90,61.2,3.7,83,Traditional,High Resilience Foam,Solid Oak,Yes,5,Yes,8,4.19,2285,28487.5,20.75,100.0,0.2649,Budget,17,Mid-Range,"@home, Damro, Durian, FabIndia",15.9948,313.73,0,0,Low
P098,Tokyo Microfiber 2 Seater Sofa In Dark Green Colour,Recliners India,25963,21800,16,Leatherette,Dark Green,2 Seater,172x76x84,85.5,4.1,366,Artisanal,Foam + Fibre,Wood,No,5,Yes,12,4.34,4228,34000.0,11.75,83.33,0.5015,Mid,5,Mid-Range,"@home, Damro, Durian, FabIndia",68.8349,254.97,0,0,High
P099,Sydney Fabric 2 Seater Sofa In Cream Colour,Recliners India,54750,49800,9,Leatherette,Cream,2 Seater,185x84x86,53.3,4.4,164,Classic,High Density Foam,Brass Finished Wood,No,2,No,12,4.34,4228,34000.0,11.75,83.33,0.5015,Mid,5,Mid-Range,"@home, Damro, Durian, FabIndia",14.49,934.33,1,0,Medium
P100,Tochi Fabric 2 Seater Sofa In Tan Colour,Sarita Handa,30980,24500,21,Linen,Tan,2 Seater,182x80x88,40.1,4.5,540,Traditional,High Density Foam,Teak Wood,No,3,Yes,8,4.19,2285,28487.5,20.75,100.0,0.2649,Budget,17,Mid-Range,"@home, Damro, Durian, FabIndia",99.1837,610.97,0,1,High
P101,Frejol Velvet 2 Seater Sofa In Charcoal Colour,Woodcraft,22539,21000,7,Microfiber,Charcoal,2 Seater,180x82x84,51.3,4.7,539,Mid-Century Modern,Memory Foam,Solid Oak,Yes,2,Yes,8,4.28,2915,28162.5,12.75,87.5,0.3146,Budget,16,Mid-Range,"@home, Damro, Durian, FabIndia",120.6333,409.36,0,1,High
P102,Jessy Fabric 2 Seater Sofa In Cognac Colour,Evok,65110,58600,10,Velvet,Cognac,2 Seater,185x80x88,44.9,4.5,189,Luxury,Memory Foam,Solid Oak,Yes,10,Yes,7,4.39,1297,40571.43,17.29,100.0,0.3208,Budget,14,Premium,"Stanley, Wakefit",14.5137,1305.12,1,1,Medium
P103,Bari Leatherette 2 Seater Sofa In Cream Colour,IKEA,28750,25300,12,Jacquard Fabric,Cream,2 Seater,185x80x88,52.0,4.7,500,Luxury,Pocket Spring,Reclaimed Wood,No,5,No,18,4.26,6022,27005.56,15.72,88.89,0.7038,Top,1,Mid-Range,"@home, Damro, Durian, FabIndia",92.8854,486.54,0,1,High
P104,Alejandro Velvet 2 Seater Sofa In Ash Grey Colour,Springwel,33128,25200,24,Microsuede,Ash Grey,2 Seater,178x80x84,42.6,3.9,512,Bohemian,Coil Spring,Solid Oak,No,1,Yes,12,4.18,3947,25216.67,14.75,91.67,0.4057,Budget,8,Mid-Range,"@home, Damro, Durian, FabIndia",79.2381,591.55,0,0,High
P105,Miranda Chenille 2 Seater Sofa In Olive Green Colour,Hometown,88644,80700,9,Printed Fabric,Olive Green,2 Seater,168x73x78,80.7,3.6,247,Rustic,High Density Foam,Teak Wood,Yes,2,Yes,11,4.16,3264,31809.09,12.18,90.91,0.32,Budget,15,Mid-Range,"@home, Damro, Durian, FabIndia",11.0186,1000.0,1,0,Medium
P106,Andres Chenille 2 Seater Sofa In Graphite Colour,Springwel,60349,50700,16,Fabric,Graphite,2 Seater,180x82x86,47.3,4.0,121,Minimalist,Foam,Walnut Wood,No,2,Yes,12,4.18,3947,25216.67,14.75,91.67,0.4057,Budget,8,Mid-Range,"@home, Damro, Durian, FabIndia",9.5464,1071.88,1,0,Medium
P107,Luxor Leatherette 2 Seater Sofa In Steel Grey Colour,Recliners India,55345,51500,7,Linen,Steel Grey,2 Seater,180x82x84,36.0,3.8,173,Scandinavian,Foam,Teak Wood,Yes,5,Yes,12,4.34,4228,34000.0,11.75,83.33,0.5015,Mid,5,Mid-Range,"@home, Damro, Durian, FabIndia",12.765,1430.56,1,0,Medium
P108,Scandic Wooden 2 Seater Sofa In Burgundy Colour,Damro,10782,9500,12,Printed Fabric,Burgundy,2 Seater,175x78x82,58.1,4.7,488,Minimalist,High Density Foam,Solid Oak,Yes,2,Yes,9,4.26,3190,37822.22,13.67,88.89,0.344,Budget,10,Mid-Range,"@home, Durian, FabIndia, Featherlite",241.4316,163.51,0,1,High
P109,Casper Velvet 2 Seater Sofa In Cognac Colour,@home,55103,41900,24,Top Grain Leather,Cognac,2 Seater,172x76x84,54.4,4.4,211,Contemporary,High Resilience Foam,Solid Rosewood,Yes,2,Yes,9,4.19,2374,28044.44,13.67,88.89,0.2326,Budget,18,Mid-Range,"Damro, Durian, FabIndia, Featherlite",22.1575,770.22,1,0,Medium
P110,Nordic Linen 2 Seater Sofa In Beige Colour,Evok,57854,43400,25,Jacquard Fabric,Beige,2 Seater,180x82x86,56.3,4.1,36,Modern,High Resilience Foam,Brass Finished Wood,Yes,3,Yes,7,4.39,1297,40571.43,17.29,100.0,0.3208,Budget,14,Premium,"Stanley, Wakefit",3.4009,770.87,1,0,Low
P111,Elegance Suede 2 Seater Sofa In Beige Colour,Springwel,15772,12300,22,Genuine Leather,Beige,2 Seater,183x84x88,53.6,4.5,495,Vintage,High Density Foam,Solid Oak,No,1,No,12,4.18,3947,25216.67,14.75,91.67,0.4057,Budget,8,Mid-Range,"@home, Damro, Durian, FabIndia",181.0976,229.48,0,1,High
P112,Brio Polyester 2 Seater Sofa In Caramel Colour,Nilkamal,34513,32400,6,Linen,Caramel,2 Seater,175x78x82,52.4,4.0,427,Modern,Feather + Foam,Wood,Yes,1,No,10,4.31,3058,35150.0,16.2,80.0,0.3429,Budget,11,Mid-Range,"@home, Damro, Durian, FabIndia",52.716,618.32,0,0,High
P113,Luxe PU Leather 2 Seater Sofa In Olive Green Colour,@home,39079,32800,16,Suede,Olive Green,2 Seater,176x80x84,59.0,4.1,470,Contemporary,Pocket Spring,Teak Wood,Yes,3,Yes,9,4.19,2374,28044.44,13.67,88.89,0.2326,Budget,18,Mid-Range,"Damro, Durian, FabIndia, Featherlite",58.75,555.93,0,0,High
P114,Heritage Teak 2 Seater Sofa In Red Colour,Recliners India,60173,49300,18,Microfiber,Red,2 Seater,180x82x86,68.1,4.7,578,Bohemian,Feather + Foam,Mango Wood,No,1,Yes,12,4.34,4228,34000.0,11.75,83.33,0.5015,Mid,5,Mid-Range,"@home, Damro, Durian, FabIndia",55.1034,723.94,1,1,High
P115,Studio Cotton 2 Seater Sofa In Dark Brown Colour,Pepperfry,78039,63200,19,Polyester,Dark Brown,2 Seater,180x80x85,37.3,4.8,381,Luxury,Coil Spring,Teak Wood,No,1,Yes,11,4.26,3273,30181.82,15.73,90.91,0.3936,Budget,9,Mid-Range,"@home, Damro, Durian, FabIndia",28.9367,1694.37,1,1,High
P116,Zen Recliner 2 Seater Sofa In Black Colour,FabIndia,33905,25800,24,Velvet,Black,2 Seater,180x82x86,72.3,4.2,149,Modern,Foam + Spring,Mango Wood,Yes,1,Yes,6,4.27,1578,34100.0,19.67,83.33,0.1541,Budget,20,Mid-Range,"@home, Damro, Durian, Featherlite",24.2558,356.85,0,0,Medium
P117,Classic Leather 2 Seater Sofa In Earthy Brown Colour,Springwel,47191,38200,19,Jacquard Fabric,Earthy Brown,2 Seater,185x80x88,77.0,4.4,562,Minimalist,Bonded Foam,Wood,Yes,5,Yes,12,4.18,3947,25216.67,14.75,91.67,0.4057,Budget,8,Mid-Range,"@home, Damro, Durian, FabIndia",64.733,496.1,0,0,High
P118,Bloom Jacquard 2 Seater Sofa In Off White Colour,FabIndia,62718,54600,13,Genuine Leather,Off White,2 Seater,170x75x80,77.6,4.6,239,Modern,Foam,Stainless Steel,No,7,No,6,4.27,1578,34100.0,19.67,83.33,0.1541,Budget,20,Mid-Range,"@home, Damro, Durian, Featherlite",20.1355,703.61,1,1,Medium
P119,Futon Convertible 2 Seater Sofa In Tan Colour,@home,15236,12800,16,PU Leather,Tan,2 Seater,180x80x85,74.0,4.3,317,Modern,Foam + Fibre,Metal,Yes,5,Yes,9,4.19,2374,28044.44,13.67,88.89,0.2326,Budget,18,Mid-Range,"Damro, Durian, FabIndia, Featherlite",106.4922,172.97,0,0,High
P120,Royale Silk Velvet 2 Seater Sofa In Light Brown Colour,Nilkamal,23879,19100,20,Microfiber,Light Brown,2 Seater,172x76x84,36.4,4.3,397,Industrial,Memory Foam,Brass Finished Wood,Yes,2,Yes,10,4.31,3058,35150.0,16.2,80.0,0.3429,Budget,11,Mid-Range,"@home, Damro, Durian, FabIndia",89.377,524.73,0,0,High
P121,Maven Faux Leather 2 Seater Sofa In Olive Green Colour,Godrej Interio,81833,63000,23,Leatherette,Olive Green,2 Seater,188x86x92,39.1,5.0,95,Modern,Coil Spring,Walnut Wood,No,7,Yes,14,4.29,4744,36264.29,15.43,92.86,0.5842,Mid,3,Mid-Range,"@home, Damro, Durian, FabIndia",7.5397,1611.25,1,1,Low
P122,Comfort Plus Fabric 2 Seater Sofa In Dusty Rose Colour,Evok,87956,82700,6,Jacquard Fabric,Dusty Rose,2 Seater,183x84x88,80.7,4.3,331,Scandinavian,High Resilience Foam,Plastic,Yes,1,Yes,7,4.39,1297,40571.43,17.29,100.0,0.3208,Budget,14,Premium,"Stanley, Wakefit",17.2104,1024.78,1,0,High
P123,Aria Fabric 2 Seater Sofa In Off White Colour,Stanley,39102,29300,25,Jacquard Fabric,Off White,2 Seater,174x78x84,51.7,4.3,534,Artisanal,Coil Spring,Metal,Yes,7,Yes,8,4.34,2760,43687.5,13.25,100.0,0.4094,Budget,7,Premium,"Evok, Wakefit",78.3686,566.73,0,0,High
P124,Imperio PU Leather 2 Seater Sofa In Royal Blue Colour,Featherlite,10464,9700,7,Linen,Royal Blue,2 Seater,185x80x88,37.5,4.5,291,Scandinavian,Bonded Foam,Stainless Steel,No,10,Yes,11,4.36,3342,33145.45,11.73,81.82,0.4262,Budget,6,Mid-Range,"@home, Damro, Durian, FabIndia",135.0,258.67,0,1,Medium
P125,Meadow Handloom 2 Seater Sofa In Earthy Brown Colour,Featherlite,71049,59000,17,Faux Leather,Earthy Brown,2 Seater,185x82x88,51.4,3.6,81,Traditional,Foam,Reclaimed Wood,No,2,Yes,11,4.36,3342,33145.45,11.73,81.82,0.4262,Budget,6,Mid-Range,"@home, Damro, Durian, FabIndia",4.9424,1147.86,1,0,Low
P126,Posh Velvet 2 Seater Sofa In Black Colour,@home,48066,43700,9,Microsuede,Black,2 Seater,168x78x80,76.8,4.3,128,Mid-Century Modern,Memory Foam,Solid Rosewood,No,3,Yes,9,4.19,2374,28044.44,13.67,88.89,0.2326,Budget,18,Mid-Range,"Damro, Durian, FabIndia, Featherlite",12.595,569.01,1,0,Medium
P127,Serene Microsuede 2 Seater Sofa In Mustard Yellow Colour,Hometown,82403,72500,12,Suede,Mustard Yellow,2 Seater,168x74x82,87.9,4.9,355,Bohemian,Pocket Spring,Solid Wood,Yes,2,No,11,4.16,3264,31809.09,12.18,90.91,0.32,Budget,15,Mid-Range,"@home, Damro, Durian, FabIndia",23.9931,824.8,1,1,High
P128,Tropicana Printed 2 Seater Sofa In Burgundy Colour,Recliners India,51298,48700,5,PU Leather,Burgundy,2 Seater,180x82x86,40.0,4.1,488,Industrial,Foam + Fibre,Reclaimed Wood,No,5,No,12,4.34,4228,34000.0,11.75,83.33,0.5015,Mid,5,Mid-Range,"@home, Damro, Durian, FabIndia",41.0842,1217.5,1,0,High
P129,Monarch Leather 2 Seater Sofa In Ash Grey Colour,Featherlite,11761,9600,18,Jacquard Fabric,Ash Grey,2 Seater,180x82x84,42.4,3.9,394,Contemporary,Foam,Teak Wood,No,2,Yes,11,4.36,3342,33145.45,11.73,81.82,0.4262,Budget,6,Mid-Range,"@home, Damro, Durian, FabIndia",160.0625,226.42,0,0,High
P130,Plush Fabric 2 Seater Sofa In Charcoal Colour,Urban Ladder,37410,31100,17,Silk Velvet,Charcoal,2 Seater,172x76x82,62.7,4.6,306,Contemporary,Bonded Foam,Brass Finished Wood,No,7,Yes,11,4.35,4073,28190.91,15.36,90.91,0.5185,Mid,4,Mid-Range,"@home, Damro, Durian, FabIndia",45.2605,496.01,0,1,High
P131,Vintage Reclaimed 2 Seater Sofa In White Colour,Damro,39728,35400,11,Chenille,White,2 Seater,176x80x84,68.1,4.1,61,Scandinavian,High Density Foam,Walnut Wood,No,7,Yes,9,4.26,3190,37822.22,13.67,88.89,0.344,Budget,10,Mid-Range,"@home, Durian, FabIndia, Featherlite",7.065,519.82,0,0,Low
P132,Alesund Fabric 2 Seater Sofa In Carbon Grey Colour,Recliners India,40325,33500,17,Handloom Cotton,Carbon Grey,2 Seater,185x80x88,89.5,4.6,326,Artisanal,Feather + Foam,Solid Wood,Yes,3,Yes,12,4.34,4228,34000.0,11.75,83.33,0.5015,Mid,5,Mid-Range,"@home, Damro, Durian, FabIndia",44.7642,374.3,0,1,High
